product_id,seller_id,mp_id,category,marketplace_name,legal_entity
AT-001W,AT-001W,1364959290,Прочее,OZON,ИНТЕР
AT-002BE,AT-002BE,1364959245,Прочее,OZON,ИНТЕР
AT-002BK,AT-002BK,1364959265,Прочее,OZON,ИНТЕР
AT-002G,AT-002G,1364959302,Прочее,OZON,ИНТЕР
AT-003BK,AT-003BK,1364959303,Прочее,OZON,ИНТЕР
AT-003W,AT-003W,,Прочее,OZON,ИНТЕР
B-DRS1-1,B-DRS1-1,1448620704,Прочее,OZON,ИНТЕР
B-FCM1-1BK,B-FCM1-1BK,,Прочее,OZON,ИНТЕР
B-FCM1-1WT,B-FCM1-1WT,,Прочее,OZON,ИНТЕР
B-MCM1-1,B-MCM1-1,,Прочее,OZON,ИНТЕР
B-MG1-1,B-MG1-1,,Прочее,OZON,ИНТЕР
CHS1-1,CHS1-1,1793120033,Инструменты,OZON,ИНТЕР
CPT1-1BE,CPT1-1BE,,Коврики для ванной,OZON,ИНТЕР
CPT1-1GR,CPT1-1GR,,Коврики для ванной,OZON,ИНТЕР
CPT1-1MBE,CPT1-1MBE,,Коврики для ванной,OZON,ИНТЕР
DRL2-1,DRL2-1,1793089175,Инструменты,OZON,ИНТЕР
DY-DRL3-1,DY-DRL3-1,1793078777,Инструменты,OZON,ИНТЕР
DRL4-1,DRL4-1,1793090454,Инструменты,OZON,ИНТЕР
DRL5-1,DRL5-1,1793090873,Инструменты,OZON,ИНТЕР
DYDB1-1,DYDB1-1,1491493976,Инструменты,OZON,ИНТЕР
DYGR1-1,DYGR1-1,1392801013,Инструменты,OZON,ИНТЕР
DYWR1-1,DYWR1-1,1583345618,Инструменты,OZON,ИНТЕР
FP1-1,FP1-1,1696729548,Сковороды,OZON,ИНТЕР
FP1-2,FP1-2,1696729486,Сковороды,OZON,ИНТЕР
FP1-3,FP1-3,1696729455,Сковороды,OZON,ИНТЕР
GR1-2,GR1-2,1801814447,Инструменты,OZON,ИНТЕР
H-BOWL1-2,H-BOWL1-2,,Миски,OZON,ИНТЕР
H-BOWL1-2C,H-BOWL1-2C,,Миски,OZON,ИНТЕР
H-CPT2-1BE,H-CPT2-1BE,1583090984,Коврики для ванной,OZON,ИНТЕР
H-CPT2-1CA,H-CPT2-1CA,,Коврики для ванной,OZON,ИНТЕР
H-DSP1-1,H-DSP1-1,,Прочее,OZON,ИНТЕР
H-GFC2-1,H-GFC2-1,1469643443,Контейнеры,OZON,ИНТЕР
H-GFC1-1,H-GFC1-1,1364959264,Контейнеры,OZON,ИНТЕР
H-GFC1-2,H-GFC1-2,,Контейнеры,OZON,ИНТЕР
H-GFC1-3,H-GFC1-3,1485406925,Контейнеры,OZON,ИНТЕР
H-LB1-1GR,H-LB1-1GR,1364965523,Корзины для белья,OZON,ИНТЕР
H-LB1-1WT,H-LB1-1WT,1583090979,Корзины для белья,OZON,ИНТЕР
H-LED-1-1-15,H-LED-1-1-15,1556882940,Прочее,OZON,ИНТЕР
H-LED-1-1-20,H-LED-1-1-20,1392801040,Прочее,OZON,ИНТЕР
H-MOP1-1,H-MOP1-1,1408067223,Швабры,OZON,ИНТЕР
H-ORG1-1,H-ORG1-1,1491493956,Контейнеры,OZON,ИНТЕР
H-ORG1-2,H-ORG1-2,1556883058,Контейнеры,OZON,ИНТЕР
H-ORG1-3,H-ORG1-3,1391360600,Контейнеры,OZON,ИНТЕР
H-SJ1-1,H-SJ1-1,1392801064,Прочее,OZON,ИНТЕР
H-TC1-1WT,H-TC1-1WT,1416607746,Мусорные ведра,OZON,ИНТЕР
H-TC1-2WT,H-TC1-2WT,1573115196,Мусорные ведра,OZON,ИНТЕР
H-TC1-3WT,H-TC1-3WT,1573115848,Мусорные ведра,OZON,ИНТЕР
H-TC1-4WT,H-TC1-4WT,1573116073,Мусорные ведра,OZON,ИНТЕР
H-TC1-5WT,H-TC1-5WT,1573116336,Мусорные ведра,OZON,ИНТЕР
HL1-1,HL1-1,,Прочее,OZON,ИНТЕР
HNG1-1BK,HNG1-1BK,1364965321,Прочее,OZON,ИНТЕР
HNG1-1W,HNG1-1W,,Прочее,OZON,ИНТЕР
K-EBR-1-1,K-EBR-1-1,,Прочее,OZON,ИНТЕР
K-PMC1-1,K-PMC1-1,,Прочее,OZON,ИНТЕР
LDM1-1,LDM1-1,1364959242,Инструменты,OZON,ИНТЕР
PHA1-1BK,PHA1-1BK,,Прочее,OZON,ИНТЕР
PHA1-1GR,PHA1-1GR,,Прочее,OZON,ИНТЕР
PHA1-1PK,PHA1-1PK,,Прочее,OZON,ИНТЕР
PHA1-1RD,PHA1-1RD,,Прочее,OZON,ИНТЕР
PHA1-1WT,PHA1-1WT,,Прочее,OZON,ИНТЕР
PT1-3,PT1-3,1392801044,Кастрюли,OZON,ИНТЕР
PT1-1,PT1-1,1408067232,Кастрюли,OZON,ИНТЕР
PT1-2,PT1-2,1416607811,Кастрюли,OZON,ИНТЕР
PT1-4,PT1-4,1364965326,Кастрюли,OZON,ИНТЕР
PT1-5,PT1-5,1392801032,Кастрюли,OZON,ИНТЕР
PT1-6,PT1-6,1392801042,Кастрюли,OZON,ИНТЕР
PT1-7,PT1-7,1416607721,Кастрюли,OZON,ИНТЕР
PT2-1RD,PT2-1RD,1448620891,Кастрюли,OZON,ИНТЕР
PT2-2GR,PT2-2GR,1364959262,Кастрюли,OZON,ИНТЕР
PT2-3GN,PT2-3GN,1448620754,Кастрюли,OZON,ИНТЕР
SHC1-1BK,SHC1-1BK,,Прочее,OZON,ИНТЕР
SHC1-1BR,SHC1-1BR,1556882682,Прочее,OZON,ИНТЕР
SHC1-1GR,SHC1-1GR,1556882870,Прочее,OZON,ИНТЕР
SHC1-2,SHC1-2,1364959267,Прочее,OZON,ИНТЕР
TM1-1BK,TM1-1BK,,Зеркала косметические,OZON,ИНТЕР
TM1-1WT,TM1-1WT,,Зеркала косметические,OZON,ИНТЕР
TM1-2BK,TM1-2BK,,Зеркала косметические,OZON,ИНТЕР
TM1-2WT,TM1-2WT,,Зеркала косметические,OZON,ИНТЕР
TM2-1BK,TM2-1BK,,Зеркала косметические,OZON,ИНТЕР
TM2-1WT,TM2-1WT,,Зеркала косметические,OZON,ИНТЕР
TM2-2BK,TM2-2BK,,Зеркала косметические,OZON,ИНТЕР
TM2-2WT,TM2-2WT,,Зеркала косметические,OZON,ИНТЕР
TVB1-1,TVB 1-1,1583345623,Прочее,OZON,ИНТЕР
TVB1-2,TVB1-2,1556882708,Прочее,OZON,ИНТЕР
WR1-2,WR1-2,1801794673,Инструменты,OZON,ИНТЕР
CPT1-1MGR,CPT1-1MGR,,Коврики для ванной,OZON,ИНТЕР
BC1-1BE,BC1-1BE,,Прочее,OZON,ИНТЕР
BC1-1BR,BC1-1BR,,Прочее,OZON,ИНТЕР
BC1-1WT,BC1-1WT,,Прочее,OZON,ИНТЕР
BC1-2GR,BC1-2GR,,Прочее,OZON,ИНТЕР
BC1-2WT,BC1-2WT,,Прочее,OZON,ИНТЕР
BS1-1BR,BS1-1BR,1801866270,Прочее,OZON,ИНТЕР
BS1-1GR,BS1-1GR,1801866445,Прочее,OZON,ИНТЕР
GR1-2C,GR1-2C,1801813189,Инструменты,OZON,ИНТЕР
H-MOP2-1,H-MOP2-1,,Швабры,OZON,ИНТЕР
ND-KOR-GR,ND-KOR-GR,,Прочее,OZON,ИНТЕР
NHD1-1,NHD1-1,1801824720,Инструменты,OZON,ИНТЕР
WR1-2C,WR1-2C,1801796375,Инструменты,OZON,ИНТЕР
Н-МОР3-1,Н-МОР3-1,,Швабры,OZON,ИНТЕР
CHS1-1C,CHS1-1C,1793117278,Инструменты,OZON,ИНТЕР
AT-001W,AT-001W,,Прочее,OZON,АТ
AT-002BE,AT-002BE,1392802590,Прочее,OZON,АТ
AT-002BK,AT-002BK,1392802416,Прочее,OZON,АТ
AT-002G,AT-002G,,Прочее,OZON,АТ
AT-003BK,AT-003BK,1556883268,Прочее,OZON,АТ
AT-003W,AT-003W,1556883474,Прочее,OZON,АТ
B-DRS1-1,B-DRS1-1,1392802432,Прочее,OZON,АТ
B-FCM1-1BK,B-FCM1-1BK,,Прочее,OZON,АТ
B-FCM1-1WT,B-FCM1-1WT,,Прочее,OZON,АТ
B-MCM1-1,B-MCM1-1,1556883692,Прочее,OZON,АТ
B-MG1-1,B-MG1-1,,Прочее,OZON,АТ
CHS1-1,CHS1-1,1540734256,Инструменты,OZON,АТ
CPT1-1BE,CPT1-1BE,1479961442,Коврики для ванной,OZON,АТ
CPT1-1GR,CPT1-1GR,1556883446,Коврики для ванной,OZON,АТ
CPT1-1MBE,CPT1-1MBE,1480259168,Коврики для ванной,OZON,АТ
DRL2-1,DRL2-1,1540606076,Инструменты,OZON,АТ
DY-DRL3-1,DY-DRL3-1,,Инструменты,OZON,АТ
DRL4-1,DRL4-1,1540599154,Инструменты,OZON,АТ
DRL5-1,DRL5-1,1540599434,Инструменты,OZON,АТ
DYDB1-1,DYDB1-1,1401867209,Инструменты,OZON,АТ
DYGR1-1,DYGR1-1,1401867236,Инструменты,OZON,АТ
DYWR1-1,DYWR1-1,1401867261,Инструменты,OZON,АТ
FP1-1,FP1-1,1696715080,Сковороды,OZON,АТ
FP1-2,FP1-2,1696718548,Сковороды,OZON,АТ
FP1-3,FP1-3,1696718242,Сковороды,OZON,АТ
GR1-2,GR1-2,1540726232,Инструменты,OZON,АТ
H-BOWL1-2,H-BOWL1-2,1479545089,Миски,OZON,АТ
H-BOWL1-2C,H-BOWL1-2C,1526713607,Миски,OZON,АТ
